Locality;Site;NR;YEAR;MONTH;Habitat;ART;VEKT;LENMM;LENCM;Kond;SEX;MATURITY;AGE;Measured Hg weight;Omregnfaktor;MHGWet1;MHGWet2;MHGDry;Log10MHGWet1;Log10MHGDry;FG;Bosmina;Daphnia;Holoped;Bythotrep;Polyph;Leptodora;CyclCop;CalCop;Acantocycl;Littorale småkreps;Linsekreps;Krystallkr;Muslingkr;Marflo;Asell;Damsnegl;Skivesnegl;Gjellesnegl;Ertemusl;Luftins;ChirPup;ChirLarv;VårflPup;VårflLMHus;VårflLUHus;Døgnfll;Steinfll;Muddfll;Stankelbl;Vannbiller;Vannmidd;FiskUid;9pigg;sik;lagesild;UidCoreg;abbor;gjedde;niøye;Annet;UidInsL;UidPlankt;Uid;Mageanmerkn;SIASample ;%C;%N;δ13C;δ15N;SIAanmerkn;Kolonne1
Skrukkebukta;SB;1001;2018;9;1;2;419;343;34,3;34,3;34,3;34,3;12;Dry;0,21;2468,536465;2,468536465;11,75493555;3,392439547;1,070220252;20;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;SB-1001;44,350521;14,7445852;-25,64326328;11,37767212;;
Skrukkebukta;SB;1002;2018;9;1;2;33,6;142;14,2;1,173476088;2;2;4;Dry;0,21;54,72752014;0,05472752;0,260607239;1,738205769;-0,584013525;20;;;;;;;;;;;1;;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;SB-1002;46,8841379;14,8576301;-24,86827838;8,385537258;;
Skrukkebukta;SB;1006;2018;9;1;2;195;245;24,5;1,325978121;2;2;13;Dry;0,21;100,909454;0,100909454;0,48052121;2,003931856;-0,318287438;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Helt fordøyd.;SB-1006;44,8960033;14,5318399;-23,17637489;8,795861789;;
Skrukkebukta;SB;1008;2018;9;1;2;455;327;32,7;1,301272161;2;2;11;Dry;0,21;1006,133071;1,006133071;4,791109863;3,002655424;0,68043613;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1008;44,4520695;14,3643559;-25,66431239;10,97825569;;
Skrukkebukta;SB;1010;2018;9;1;2;284;280;28;1,293731778;1;2;14;Dry;0,21;397,5935229;0,397593523;1,89330249;2,599439301;0,277220006;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;Godt fordøyd.;SB-1010;47,2100188;15,1826366;-22,96457948;9,724263412;;
Skrukkebukta;SB;1011;2018;9;1;2;46,6;158;15,8;1,181448121;2;2;4;Dry;0,21;48,72099655;0,048720997;0,232004745;1,687716163;-0,634503132;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;Godt fordøyd;SB-1011;46,8577469;14,8571978;-23,33447853;8,421058072;;
Skrukkebukta;SB;1012;2018;9;1;2;79,8;192;19,2;1,12745497;1;1;6;Dry;0,21;46,2544194;0,046254419;0,22025914;1,665153234;-0,657066061;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;1 fisk;SB-1012;43,2643073;13,8053816;-23,97527058;8,626412261;;
Skrukkebukta;SB;1014;2018;9;1;2;170;234;23,4;1,326787432;1;2;13;Dry;0,21;101,2768771;0,101276877;0,482270844;2,005510301;-0,316708993;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;2x fisk. Stickleback;SB-1014;45,8343455;14,7776678;-24,65352405;9,653153544;;
Skrukkebukta;SB;1017;2018;9;1;2;16,2;114;11,4;1,093453856;1;1;3;Dry;0,21;31,72731628;0,031727316;0,151082458;1,501433338;-0,820785957;40;1;;;;;;;;;;5;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;SB-1017;45,40745033;14,03243046;-23,7482962;8,231456827;;
Skrukkebukta;SB;1018;2018;9;1;2;24,6;136;13,6;0,977953898;2;2;5;Dry;0,21;56,1660022;0,056166002;0,267457153;1,749473513;-0,572745782;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;Godt fordøyd.;SB-1018;46,6811675;14,7185332;-25,83761716;8,940435759;;
Skrukkebukta;SB;1019;2018;9;1;2;16,6;117;11,7;1,036455124;1;1;2;Dry;0,21;30,94667038;0,03094667;0,147365097;1,490613929;-0,831605366;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1019;46,99205298;14,59782119;-23,69426805;8,29518998;;
Skrukkebukta;SB;1022;2018;9;1;2;124;211;21,1;1,320001179;2;2;7;Dry;0,21;88,63361847;0,088633618;0,42206485;1,94759848;-0,374620815;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1022;45,9027751;14,5001403;-24,34726266;8,722706378;;
Skrukkebukta;SB;1023;2018;9;1;2;62,8;172;17,2;1,234168061;1;1;5;Dry;0,21;47,2699054;0,047269905;0,225094788;1,674584733;-0,647634562;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1023;46,6061633;14,9164377;-24,43141672;8,13816871;;
Skrukkebukta;SB;1024;2018;9;1;2;339;305;30,5;1,194813663;1;2;13;Dry;0,21;528,8582886;0,528858289;2,518372803;2,723339315;0,401120021;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;Helt fordøyd. Beinrester.;SB-1024;45,677746;14,4690553;-24,68453518;9,973122225;;
Skrukkebukta;SB;1027;2018;9;1;2;183;249;24,9;1,185367589;1;1;12;Dry;0,21;463,2624609;0,463262461;2,206011719;2,66582711;0,343607815;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1027;45,6854438;14,8090557;-25,12254296;9,768510993;;
Skrukkebukta;SB;1031;2018;9;1;2;23,4;130;13;1,065088757;1;1;4;Dry;0,21;37,92838531;0,037928385;0,180611359;1,578964354;-0,74325494;10;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1031;45,00778146;14,09423841;-25,3736657;8,790449271;;
Skrukkebukta;SB;1034;2018;9;1;2;13,2;104;10,4;1,173475193;1;1;2;Dry;0,21;24,17031235;0,024170312;0,115096725;1,383282263;-0,938937032;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1034;46,17766667;14,11935;-22,85292802;7,825252555;;
Skrukkebukta;SB;1035;2018;9;1;2;137;222;22,2;1,25216524;1;1;14;Dry;0,21;213,9261566;0,213926157;1,018695984;2,330263889;0,008044594;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;Godft fordøyd.;SB-1035;45,5885349;14,4464394;-25,2562917;9,572838306;;
Skrukkebukta;SB;1036;2018;9;1;2;117;205;20,5;1,358076638;1;1;9;Dry;0,21;59,70436249;0,059704362;0,284306488;1,776006065;-0,546213229;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;Godt fordøyd.;SB-1036;51,2875536;16,3830914;-25,122394;8,699806067;;
Skrukkebukta;SB;1037;2018;9;1;2;75;184;18,4;1,20394818;1;1;5;Dry;0,21;59,13000275;0,059130003;0,281571442;1,771807899;-0,550411396;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1037;46,0271292;14,6599676;-24,57865423;8,922603879;;
Skrukkebukta;SB;1039;2018;9;1;2;59,8;164;16,4;1,355718867;2;2;5;Dry;0,21;42,14237869;0,042142379;0,200677994;1,624719045;-0,697500249;5;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;SB-1039;48,8882831;15,4047129;-24,68145544;8,824241556;;
Skrukkebukta;SB;1040;2018;9;1;2;37,8;154;15,4;1,034974471;1;1;5;Dry;0,21;46,44895523;0,046448955;0,221185501;1,66697595;-0,655243345;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1040;46,5898999;14,8429561;-25,59273378;7,974594026;;
Skrukkebukta;SB;1041;2018;9;1;2;34,8;148;14,8;1,073480347;1;1;3;Dry;0,21;55,43480896;0,055434809;0,263975281;1,743782555;-0,57843674;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1041;46,8058602;14,8818048;-26,1960378;8,274308013;;
Skrukkebukta;SB;1042;2018;9;1;2;27,8;134;13,4;1,155394779;2;1;3;Dry;0,21;37,37862854;0,037378629;0,177993469;1,572623363;-0,749595932;10;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;SB-1042;47,56202749;14,84468041;-23,39672017;8,102795282;;
Skrukkebukta;SB;1044;2018;9;1;2;16,8;121;12,1;0,948316202;2;1;2;Dry;0,21;38,61551239;0,038615512;0,183883392;1,586761802;-0,735457493;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;Godt fordøyd;SB-1044;45,64019934;14,11869767;-25,96009524;8,368867733;;
Skrukkebukta;SB;1045;2018;9;1;2;12,4;107;10,7;1,012209367;2;1;2;Dry;0,21;37,49349152;0,037493492;0,178540436;1,573955885;-0,74826341;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;56;;;;;;;;;2,5;;;Ser kun skjell og rest av insektsben.;SB-1045;46,83412969;14,02325939;-26,99470145;8,180433781;;
Skrukkebukta;SB;1046;2018;9;1;2;268;275;27,5;1,288655147;1;2;12;Dry;0,21;333,1661279;0,333166128;1,586505371;2,522660841;0,200441547;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;1 fisk utenfor mage og en fisk godt fordøyd;SB-1046;46,8970961;15,1460659;-26,17035789;9,897775053;;
Skrukkebukta;SB;1047;2018;9;1;2;624;348;34,8;1,480631068;1;2;13;Dry;0,21;417,5708752;0,417570875;1,988432739;2,6207302;0,298510905;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;2 x <5 cm. 1x ca 3 cm;SB-1047;45,5653244;14,6836338;-23,9047099;9,805749132;;
Skrukkebukta;SB;1048;2018;9;1;2;414;315;31,5;1,324550984;1;2;12;Dry;0,21;112,9681824;0,112968182;0,537943726;2,052956141;-0,269263154;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;tre fisk. Tror det er sik.;SB-1048;45,502913;14,6683481;-26,24225357;8,63643149;;
Skrukkebukta;SB;1049;2018;9;1;2;389;301;30,1;1,426428852;1;2;13;Dry;0,21;180,8463501;0,18084635;0,861173096;2,257309748;-0,064909547;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;To fisk. Godt fordøyd.;SB-1049;45,7950883;14,6365739;-23,97384162;9,5157186;;
Skrukkebukta;SB;1050;2018;9;1;2;368;312;31,2;1,211669111;1;2;13;Dry;0,21;1089,991157;1,089991157;5,190434082;3,037422975;0,71520368;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;SB-1050;45,6732094;14,985762;-25,5517288;11,22415677;;
Skrukkebukta;SB;1051;2018;9;1;2;448;316;31,6;1,419765982;1;2;13;Dry;0,21;493,7935693;0,493793569;2,351397949;2,69354543;0,371326135;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;Kun ryggmarger;SB-1051;45,1179985;14,0424092;-24,47066911;9,70244784;;
Skrukkebukta;SB;1053;2018;9;1;2;311;286;28,6;1,32942025;1;1;11;Dry;0,21;211,9312463;0,211931246;1,009196411;2,326194992;0,003975697;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;6 fisk. Tror det er sik.;SB-1053;45,4272524;14,6738823;-24,66637222;8,937263384;;
Skrukkebukta;SB;1055;2018;9;1;2;244;259;25,9;1,404399073;2;2;12;Dry;0,21;147,6697852;0,147669785;0,703189453;2,169291643;-0,152927652;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;3 fisk.;SB-1055;46,1431228;14,9701797;-23,5248297;9,4227179;;
Skrukkebukta;SB;1058;2018;9;1;2;252;270;27;1,280292638;1;2;9;Dry;0,21;104,9042926;0,104904293;0,49954425;2,02079326;-0,301426035;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1058;45,9092276;15,0025154;-25,12228739;8,966152796;;
Skrukkebukta;SB;1060;2018;9;1;2;222;252;25,2;1,387239199;1;1;12;Dry;0,21;351,1594775;0,351159478;1,672187988;2,545504394;0,223285099;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;1 fisk;SB-1060;45,4886259;14,6323921;-25,2607304;10,10571836;;
Skrukkebukta;SB;1070;2018;9;1;2;394;316;31,6;1,248633475;1;2;14;Dry;0,21;261,4047546;0,261404755;1,244784546;2,417313483;0,095094188;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;SB-1070;46,2410565;14,7203556;-25,50918205;10,03023799;;
Skrukkebukta;SB;1072;2018;9;1;2;38,4;150;15;1,137777778;2;2;3;Dry;0,21;48,78566666;0,048785667;0,232312698;1,688292244;-0,633927051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1072;48,47612;15,3154304;-25,0351939;8,453836798;;
Skrukkebukta;SB;1074;2018;9;1;2;53,8;176;17,6;0,986834382;1;2;4;Dry;0,21;40,09490753;0,040094908;0,190928131;1,603089216;-0,719130079;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1074;45,6265576;14,6521195;-25,11341724;7,953735774;;
Skrukkebukta;SB;1075;2018;9;1;2;132;213;21,3;1,365951001;2;2;7;Dry;0,21;88,22283417;0,088222834;0,420108734;1,945581005;-0,376638289;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1075;45,9145266;14,7566229;-24,9508423;8,346914788;;
Skrukkebukta;SB;1076;2018;9;1;2;58,8;168;16,8;1,240079365;1;1;6;Dry;0,21;51,94710617;0,051947106;0,247367172;1,715561359;-0,606657936;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1076;46,6684576;14,6332008;-25,56037126;9,087044744;;
Skrukkebukta;SB;1077;2018;9;1;2;496;332;33,2;1,355399825;1;2;15;Dry;0,21;218,4938745;0,218493875;1,040447021;2,339439266;0,017219971;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1077;46,7291466;15,1558329;-25,98925116;9,398966432;;
Skrukkebukta;SB;1079;2018;9;1;2;177;239;23,9;1,296521024;1;2;12;Dry;0,21;144,388266;0,144388266;0,687563171;2,159531901;-0,162687394;50;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;SB-1079;45,7396976;14,7812402;-25,41079195;8,785998427;;
Skrukkebukta;SB;1082;2018;9;1;2;71,6;178;17,8;1,269559371;1;1;6;Dry;0,21;49,83034424;0,049830344;0,237287354;1,697493887;-0,624725407;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1082;46,2942237;14,4406194;-25,10319205;8,628928326;;
Skrukkebukta;SB;1083;2018;9;2;2;253,8;268;26,8;1,31852156;1;2;13;Dry;0,21;365,3882336;0,365388234;1,73994397;2,562754558;0,240535263;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;Stingsild;SB-1083;45,7499165;14,6152001;-25,80304228;9,833488656;;
Skrukkebukta;SB;1084;2018;9;2;2;425;322;32,2;1,272979222;1;2;12;Dry;0,21;1098,05729;1,09805729;5,228844238;3,040625;0,718405705;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;SB-1084;46,2961669;14,8689534;-25,47179823;10,69048773;;
Skrukkebukta;SB;1086;2018;9;2;2;160;232;23,2;1,281315347;1;1;8;Dry;0,21;276,9235291;0,276923529;1,318683472;2,442359858;0,120140563;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1086;48,4704587;15,5382356;-25,96323269;9,15263772;;
Skrukkebukta;SB;1087;2018;9;2;2;307;288;28,8;1,285170986;1;2;13;Dry;0,21;621,7290454;0,621729045;2,960614502;2,793601157;0,471381862;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1087;46,3224774;14,7898365;-25,59159878;9,796592012;;
Skrukkebukta;SB;1090;2018;9;2;2;267;263;26,3;1,467722716;2;2;13;Dry;0,21;200,1246808;0,200124681;0,95297467;2,301300652;-0,020918643;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1090;46,7843716;14,9836916;-24,81587193;9,57504641;;
Skrukkebukta;SB;1091;2018;9;2;2;163;224;22,4;1,450252255;1;1;12;Dry;0,21;240,7826367;0,240782637;1,146583984;2,381625166;0,059405871;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1091;46,6182542;14,9348345;-25,07315653;9,525839168;;
Skrukkebukta;SB;1092;2018;9;2;2;323;293;29,3;1,284102411;1;2;13;Dry;0,21;294,1552698;0,29415527;1,40073938;2,468576633;0,146357338;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB-1092;46,6224411;15,097709;-25,64897833;10,03277724;;
Skrukkebukta;SB;1003;2019;9;1;2;131;224;22,4;1,165540156;1;1;9;Wet;0,21;198;0,198;0,942857143;2,29666519;-0,025554104;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1004;2019;9;1;2;65,8;180;18;1,128257888;1;1;7;Wet;0,21;57,8;0,0578;0,275238095;1,761927838;-0,560291456;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1005;2019;9;1;2;62,8;176;17,6;1,151918201;1;1;8;Wet;0,21;92;0,092;0,438095238;1,963787827;-0,358431467;60;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1006;2019;9;1;2;73,4;186;18,6;1,140662666;1;1;8;Wet;0,21;73,6;0,0736;0,35047619;1,866877814;-0,45534148;10;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1007;2019;9;1;2;54;175;17,5;1,007580175;1;1;7;Wet;0,21;74,2;0,0742;0,353333333;1,870403905;-0,451815389;20;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1008;2019;9;1;2;52;167;16,7;1,116487667;2;1;6;Wet;0,21;72,7;0,0727;0,346190476;1,861534411;-0,460684884;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1009;2019;9;1;2;37,2;151;15,1;1,08046847;2;1;5;Wet;0,21;71,2;0,0712;0,339047619;1,852479994;-0,469739301;40;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;rest;;;;;;;
Skrukkebukta;SB;1010;2019;9;1;2;39,2;155;15,5;1,052666913;2;1;5;Wet;0,21;53,4;0,0534;0,254285714;1,727541257;-0,594678038;40;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1011;2019;9;1;2;46;162;16,2;1,081963943;1;1;5;Wet;0,21;58,1;0,0581;0,276666667;1,764176132;-0,558043162;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1012;2019;9;1;2;36,8;152;15,2;1,047893279;2;1;-;Wet;0,21;91,9;0,0919;0,437619048;1,963315511;-0,358903783;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1014;2019;9;1;2;27,8;137;13,7;1,081142885;2;1;5;Wet;0,21;59,1;0,0591;0,281428571;1,771587481;-0,550631814;10;;1;;;1;;2;;;;4;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1017;2019;9;1;2;468;316;31,6;1,483148392;1;2;15;Wet;0,21;290,9;0,2909;1,385238095;2,463743721;0,141524427;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1018;2019;9;1;2;393;308;30,8;1,345056108;2;2;12;Wet;0,21;195,3;0,1953;0,93;2,290702243;-0,031517051;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1048;2019;9;1;2;235;270;27;1,19392369;1;2;8;Wet;0,21;504,9;0,5049;2,404285714;2,703205371;0,380986076;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1049;2019;9;1;2;213;257;25,7;1,254816537;1;1;9;Wet;0,21;582;0,582;2,771428571;2,764922985;0,44270369;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;REST;;;;;;;
Skrukkebukta;SB;1050;2019;9;1;2;175;239;23,9;1,281871069;2;2;10;Wet;0,21;334,5;0,3345;1,592857143;2,524396122;0,202176827;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1061;2019;9;1;2;375;293;29,3;1,490830972;1;2;8;Wet;0,21;529,5;0,5295;2,521428571;2,723865964;0,40164667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
