Locality;Site;NR;YEAR;MONTH;Habitat;ART;VEKT;LENMM;LENCM;Kond;SEX;MATURITY;AGE;Measured Hg weight;Omregnfaktor;MHGWet1;MHGWet2;MHGDry;Log10MHGWet1;Log10MHGDry;FG;Bosmina;Daphnia;Holoped;Bythotrep;Polyph;Leptodora;CyclCop;CalCop;Acantocycl;Littorale småkreps;Linsekreps;Krystallkr;Muslingkr;Marflo;Asell;Damsnegl;Skivesnegl;Gjellesnegl;Ertemusl;Luftins;ChirPup;ChirLarv;VårflPup;VårflLMHus;VårflLUHus;Døgnfll;Steinfll;Muddfll;Stankelbl;Vannbiller;Vannmidd;FiskUid;9pigg;sik;lagesild;UidCoreg;abbor;gjedde;niøye;Annet;UidInsL;UidPlankt;Uid;Mageanmerkn;SIASample ;%C;%N;δ13C;δ15N;SIAanmerkn;Kolonne1
Vaggatem;RB;1039;2019;9;1;2;120;208;20,8;1,333494538;2;2;9;Wet;0,21;102,5;0,1025;0,488095238;2,010723865;-0,311495429;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1040;2019;9;1;2;106;203;20,3;1,267120017;2;2;9;Wet;0,21;106,6;0,1066;0,507619048;2,027757205;-0,29446209;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1041;2019;9;1;2;109;203;20,3;1,302981904;2;2;9;Wet;0,21;60,9;0,0609;0,29;1,784617293;-0,537602002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1001;2019;9;1;2;251;264;26,4;1,364149414;1;2;10;Wet;0,21;187,4;0,1874;0,892380952;2,272769587;-0,049449708;50;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;10;;;;;;;;;;;Nipigget stingsild;;;;;;;
Vaggatem;TB;1002;2019;9;1;2;313;290;29;1,283365452;2;2;15;Wet;0,21;488,5;0,4885;2,326190476;2,688864568;0,366645273;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1003;2019;9;1;2;462;313;31,3;1,50663816;1;2;13;Wet;0,21;513,7;0,5137;2,446190476;2,710709566;0,388490271;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1004;2019;9;1;2;281;270;27;1,427627902;1;2;14;Wet;0,21;453,9;0,4539;2,161428571;2,656960183;0,334740888;50;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;10;;;;;;;;;;;;uid fiskerest;;;;;;;
Vaggatem;TB;1005;2019;9;1;2;278;283;28,3;1,226550657;2;2;15;Wet;0,21;282,4;0,2824;1,344761905;2,450864692;0,128645398;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1006;2019;9;1;2;207;252;25,2;1,293506821;2;2;12;Wet;0,21;347,3;0,3473;1,653809524;2,540704783;0,218485489;40;;;;;;;;;;;1;;;;;;;;;;;;;35;;;;;;;;4;;;;;;;;;;;;fiskerest;;;;;;;
Vaggatem;TB;1007;2019;9;1;2;297;283;28,3;1,310379658;2;2;12;Wet;0,21;493,7;0,4937;2,350952381;2,693463127;0,371243832;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;Gjedde ;;;;;;;
Vaggatem;TB;1008;2019;9;1;2;396;320;32;1,208496094;1;2;13;Wet;0,21;600,7;0,6007;2,86047619;2,778657632;0,456438337;30;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1009;2019;9;1;2;302;285;28,5;1,304584947;1;2;13;Wet;0,21;466,5;0,4665;2,221428571;2,668851648;0,346632353;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;Nipiggastingsild;;;;;;;
Vaggatem;TB;1010;2019;9;1;2;97,8;198;19,8;1,259920911;1;1;6;Wet;0,21;99,1;0,0991;0,471904762;1,996073654;-0,32614564;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;Nippastingsild;;;;;;;
Vaggatem;TB;1011;2019;9;1;2;97,6;195;19,5;1,316273032;1;1;7;Wet;0,21;101,3;0,1013;0,482380952;2,005609445;-0,316609849;5;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
Vaggatem;TB;1012;2019;9;1;2;96,2;206;20,6;1,100457845;1;1;8;Wet;0,21;71,7;0,0717;0,341428571;1,855519156;-0,466700139;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1013;2019;9;1;2;34,6;146;14,6;1,111776606;1;1;4;Wet;0,21;86,3;0,0863;0,410952381;1,936010796;-0,386208499;5;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;zooplanktonrest;;;;;;;
Vaggatem;TB;1014;2019;9;1;2;59,8;170;17;1,217178913;2;2;6;Wet;0,21;124,8;0,1248;0,594285714;2,096214585;-0,226004709;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1015;2019;9;1;2;260;266;26,6;1,381428584;1;2;13;Wet;0,21;349,3;0,3493;1,663333333;2,543198586;0,220979291;40;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;Nippastingsild;;;;;;;
Vaggatem;TB;1016;2019;9;1;2;68,4;179;17,9;1,192606052;1;1;6;Wet;0,21;114,6;0,1146;0,545714286;2,059184618;-0,263034677;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1017;2019;9;1;2;64;173;17,3;1,236066011;1;1;4;Wet;0,21;122,9;0,1229;0,585238095;2,089551883;-0,232667412;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1018;2019;9;1;2;65,4;176;17,6;1,199609082;2;2;6;Wet;0,21;110,5;0,1105;0,526190476;2,043362278;-0,278857017;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1019;2019;9;1;2;21,4;125;12,5;1,09568;2;1;3;Wet;0,21;38,7;0,0387;0,184285714;1,587710965;-0,73450833;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1020;2019;9;1;2;137;219;21,9;1,30433222;1;2;5;Wet;0,21;92,6;0,0926;0,440952381;1,966610987;-0,355608308;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1021;2019;9;1;2;196;247;24,7;1,300664274;2;2;15;Wet;0,21;299,1;0,2991;1,424285714;2,475816413;0,153597118;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1022;2019;9;1;2;88,4;191;19,1;1,268680204;1;1;5;Wet;0,21;101,1;0,1011;0,481428571;2,004751156;-0,317468139;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1023;2019;9;1;2;78,6;185;18,5;1,24138748;1;1;5;Wet;0,21;73,3;0,0733;0,349047619;1,865103975;-0,45711532;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1024;2019;9;1;2;128;214;21,4;1,306076603;2;2;7;Wet;0,21;151,4;0,1514;0,720952381;2,180125875;-0,14209342;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1025;2019;9;1;2;19,6;117;11,7;1,223766291;2;1;3;Wet;0,21;57,7;0,0577;0,274761905;1,761175813;-0,561043482;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1026;2019;9;1;2;74,4;190;19;1,084706225;1;1;5;Wet;0,21;126,6;0,1266;0,602857143;2,102433706;-0,219785589;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1029;2019;9;1;2;99,4;199;19,9;1,26132544;2;2;6;Wet;0,21;82,1;0,0821;0,390952381;1,914343157;-0,407876138;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1030;2019;9;1;2;61,6;171;17,1;1,231948012;2;2;6;Wet;0,21;133,7;0,1337;0,636666667;2,126131407;-0,196087887;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1032;2019;9;1;2;78,2;182;18,2;1,297157136;2;2;5;Wet;0,21;111,4;0,1114;0,53047619;2,046885191;-0,275334104;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1034;2019;9;1;2;67,4;176;17,6;1,236294375;2;2;6;Wet;0,21;119,4;0,1194;0,568571429;2,077004327;-0,245214968;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1035;2019;9;1;2;44,6;154;15,4;1,221160354;2;1;5;Wet;0,21;90,8;0,0908;0,432380952;1,958085849;-0,364133446;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1036;2019;9;1;2;408;301;30,1;1,496100184;1;2;16;Wet;0,21;414,3;0,4143;1,972857143;2,617314933;0,295095639;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1037;2019;9;1;2;477;315;31,5;1,526113091;1;2;15;Wet;0,21;316,2;0,3162;1,505714286;2,499961866;0,177742571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1038;2019;9;1;2;365;299;29,9;1,365460997;1;2;15;Wet;0,21;228;0,228;1,085714286;2,357934847;0,035715552;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1039;2019;9;1;2;292;289;28,9;1,20973243;2;2;15;Wet;0,21;536,5;0,5365;2,554761905;2,729569726;0,407350432;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1040;2019;9;1;2;325;295;29,5;1,265952215;1;2;14;Wet;0,21;560,3;0,5603;2,668095238;2,748420622;0,426201328;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1041;2019;9;1;2;284;275;27,5;1,365589782;2;2;14;Wet;0,21;356,1;0,3561;1,695714286;2,551571974;0,229352679;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;Nipiggastingsild;;;;;;;
Vaggatem;TB;1042;2019;9;1;2;237;265;26,5;1,273534529;1;2;13;Wet;0,21;503,2;0,5032;2,396190476;2,701740632;0,379521338;5;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;fiskerest;;;;;;;
Vaggatem;TB;1043;2019;9;1;2;199;245;24,5;1,353177673;1;2;12;Wet;0,21;197,9;0,1979;0,942380952;2,296445794;-0,025773501;5;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;planktonrest;;;;;;;
Vaggatem;TB;1044;2019;9;1;2;196;248;24,8;1,28499379;1;2;10;Wet;0,21;261,6;0,2616;1,245714286;2,41763774;0,095418445;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1045;2019;9;1;2;160;231;23,1;1,298027947;2;2;10;Wet;0,21;78,59998551;0,078599986;0,374285645;1,895422466;-0,426796829;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1048;2019;9;2;2;165;230;23;1,218923674;1;1;9;Wet;0,21;96,96790375;0,096967904;0,461751923;1,986628007;-0,335591288;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1001;2020;9;1;2;146;226;22,6;1,264816546;1;2;11;Wet;0,21;87,4;0,0874;0,416190476;1,941511433;-0,380707862;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1002;2020;9;1;2;248;272;27,2;1,232380928;1;2;17;Wet;0,21;172;0,172;0,819047619;2,235528447;-0,086690848;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1003;2020;9;1;2;129;216;21,6;1,280054489;1;1;11;Wet;0,21;95,8;0,0958;0,456190476;1,981365509;-0,340853786;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1004;2020;9;1;2;273;268;26,8;1,418267872;1;2;12;Wet;0,21;192;0,192;0,914285714;2,283301229;-0,038918066;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1005;2020;9;1;2;201;245;24,5;1,366777448;2;2;14;Wet;0,21;202;0,202;0,961904762;2,305351369;-0,016867925;50;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;30;;;;;;;;;;;;rest;;;;;;;
Vaggatem;RB;1006;2020;9;1;2;167;242;24,2;1,178339329;1;2;11;Wet;0,21;91,3;0,0913;0,434761905;1,960470778;-0,361748517;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1007;2020;9;1;2;138;217;21,7;1,35051647;1;2;10;Wet;0,21;54,7;0,0547;0,26047619;1,737987326;-0,584231968;20;;;;1;;;;;;;;;;;3;;;;;;;1;;;;;;;;;;15;;;;;;;;;;;;rest;;;;;;;
Vaggatem;RB;1008;2020;9;1;2;125;214;21,4;1,275465433;1;1;10;Wet;0,21;71,5;0,0715;0,34047619;1,854306042;-0,467913253;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1009;2020;9;1;2;106;205;20,5;1,230394219;2;2;7;Wet;0,21;142;0,142;0,676190476;2,152288344;-0,16993095;10;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1010;2020;9;1;2;126;209;20,9;1,380167151;2;2;11;Wet;0,21;83;0,083;0,395238095;1,919078092;-0,403141202;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1011;2020;9;1;2;82,2;187;18,7;1,257033923;1;1;6;Wet;0,21;30,7;0,0307;0,146190476;1,487138375;-0,835080919;20;1;;;;;;;;;;11;;;;5;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1012;2020;9;1;2;91,9;189;18,9;1,361225571;1;2;6;Wet;0,21;37;0,037;0,176190476;1,568201724;-0,754017571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1013;2020;9;1;2;70,5;176;17,6;1,293156579;2;2;6;Wet;0,21;31,9;0,0319;0,151904762;1,503790683;-0,818428612;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1014;2020;9;1;2;78,7;177;17,7;1,419237028;1;1;6;Wet;0,21;44,1;0,0441;0,21;1,644438589;-0,677780705;60;;;;;;;;;;;15;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1015;2020;9;1;2;107;199;19,9;1,35776481;1;1;6;Wet;0,21;62,1;0,0621;0,295714286;1,7930916;-0,529127695;80;;;;;;;;;;;5;;;;40;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1016;2020;9;1;2;68,6;177;17,7;1,237098603;1;1;6;Wet;0,21;52,8;0,0528;0,251428571;1,722633923;-0,599585372;10;;1;;1;;;;;;;7;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1019;2020;9;1;2;73,1;178;17,8;1,296156285;2;2;7;Wet;0,21;37,5;0,0375;0,178571429;1,574031268;-0,748188027;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1022;2020;9;1;2;71,6;175;17,5;1,335976676;2;2;6;Wet;0,21;68,7;0,0687;0,327142857;1,836956737;-0,485262558;20;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1040;2020;9;1;2;152;225;22,5;1,334430727;1;2;10;Wet;0,21;72,9;0,0729;0,347142857;1,862727528;-0,459491766;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1041;2020;9;1;2;148;224;22,4;1,316793458;1;1;10;Wet;0,21;67,3;0,0673;0,32047619;1,828015064;-0,494204231;10;;;;;;;;;;;;;;;1;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1042;2020;9;1;2;184;243;24,3;1,282327637;1;2;11;Wet;0,21;71,7;0,0717;0,341428571;1,855519156;-0,466700139;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1043;2020;9;1;2;148;226;22,6;1,2821428;2;2;8;Wet;0,21;64,7;0,0647;0,308095238;1,810904281;-0,511315014;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1044;2020;9;1;2;133;215;21,5;1,338246947;1;2;10;Wet;0,21;80,8;0,0808;0,384761905;1,907411361;-0,414807934;30;;;;;;;;;;;1;;;;;;;;;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1045;2020;9;1;2;107;200;20;1,3375;1;2;7;Wet;0,21;62;0,062;0,295238095;1,792391689;-0,529827605;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;rest;;;;;;;
Vaggatem;RB;1051;2020;9;2;2;254;272;27,2;1,262196596;1;2;12;Wet;0,21;201;0,201;0,957142857;2,303196057;-0,019023237;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1052;2020;9;2;2;248;268;26,8;1,288389862;2;2;18;Wet;0,21;200;0,2;0,952380952;2,301029996;-0,021189299;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1053;2020;9;2;2;175;243;24,3;1,219605089;1;2;12;Wet;0,21;108;0,108;0,514285714;2,033423755;-0,288795539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1054;2020;9;2;2;157;235;23,5;1,209751211;1;2;12;Wet;0,21;189;0,189;0,9;2,276461804;-0,045757491;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1055;2020;9;2;2;191;238;23,8;1,416780256;2;2;12;Wet;0,21;110;0,11;0,523809524;2,041392685;-0,28082661;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1056;2020;9;2;2;167;240;24;1,208043981;1;1;10;Wet;0,21;163;0,163;0,776190476;2,212187604;-0,11003169;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1063;2020;9;2;2;280;283;28,3;1,235374762;1;1;16;Wet;0,21;341;0,341;1,623809524;2,532754379;0,210535084;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1064;2020;9;2;2;206;247;24,7;1,367024697;2;2;13;Wet;0,21;107;0,107;0,50952381;2,029383778;-0,292835517;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1065;2020;9;2;2;350;300;30;1,296296296;1;2;13;Wet;0,21;272;0,272;1,295238095;2,434568904;0,112349609;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;RB;1066;2020;9;2;2;190;243;24,3;1,324142668;1;2;13;Wet;0,21;117;0,117;0,557142857;2,068185862;-0,254033433;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;1 abbor , 89 mm;;;;;;;
Vaggatem;RB;1067;2020;9;2;2;166;236;23,6;1,262909061;2;2;10;Wet;0,21;149;0,149;0,70952381;2,173186268;-0,149033026;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;1 abbor, 84 mm;;;;;;;
Vaggatem;TB;1002;2020;9;1;2;295;278;27,8;1,373054033;1;2;16;Wet;0,21;797;0,797;3,795238095;2,901458321;0,579239027;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;35;;;;;;;;;100 % lagesild > 105 mm + coregonide > 50 mm;;;;;;;
Vaggatem;TB;1003;2020;9;1;2;206;239;23,9;1,508945372;1;1;7;Wet;0,21;128;0,128;0,60952381;2,10720997;-0,215009325;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1004;2020;9;1;2;460;309;30,9;1,559130234;1;2;15;Wet;0,21;257;0,257;1,223809524;2,409933123;0,087713829;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;Coregonus? Ikke stingsild;;;;;;;
Vaggatem;TB;1005;2020;9;1;2;281;274;27,4;1,366012368;1;2;11;Wet;0,21;223;0,223;1,061904762;2,348304863;0,026085568;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1006;2020;9;1;2;194;242;24,2;1,36884928;1;1;9;Wet;0,21;121;0,121;0,576190476;2,08278537;-0,239433924;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;rest  ;;;;;;;
Vaggatem;TB;1007;2020;9;1;2;154;220;22;1,446280992;1;1;6;Wet;0,21;117;0,117;0,557142857;2,068185862;-0,254033433;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1008;2020;9;1;2;135;222;22,2;1,233885456;2;2;6;Wet;0,21;124;0,124;0,59047619;2,093421685;-0,22879761;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1009;2020;9;1;2;118;205;20,5;1,369684131;2;2;11;Wet;0,21;150;0,15;0,714285714;2,176091259;-0,146128036;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1010;2020;9;1;2;103;202;20,2;1,249634815;1;1;6;Wet;0,21;90,3;0,0903;0,43;1,95568775;-0,366531544;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1011;2020;9;1;2;122;214;21,4;1,244854262;1;1;6;Wet;0,21;87,1;0,0871;0,414761905;1,940018155;-0,38220114;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1024;2020;9;1;2;356;295;29,5;1,38670458;1;2;14;Wet;0,21;228;0,228;1,085714286;2,357934847;0,035715552;100;;;;;;;;;;;;;;;7;3;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1025;2020;9;1;2;240;254;25,4;1,464569858;2;2;12;Wet;0,21;215;0,215;1,023809524;2,33243846;0,010219165;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1026;2020;9;1;2;218;253;25,3;1,346154571;1;2;10;Wet;0,21;116;0,116;0,552380952;2,064457989;-0,257761306;60;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;55;;;;;;;;;;;;;;;;;;
