Rekkefølge;År;Hovedlokalitet;Hovedlokkode;Sted;Nr;Mnd;Dag;Hab;Art;Populasjon;ArtPop;Vekt;Lengde;Lencm;Lengrcm;Kond;Kjønn;Stadium;Operculum;Alder;ALDOK;AltAld;AldMerkn;Mage;MC;Azygia;Gjeddemakk;Gjellelus;Muskel;SIA;Merknad;FG;Bosmina;Daphnia;Holoped;Bythotrep;Polyph;Leptodora;CyclCop;CalCop;Acantocycl;Littorale småkreps;Linsekreps;Krystallkr;Muslingkr;Marflo;Asell;Damsnegl;Skivesnegl;Gjellesnegl;Ertemusl;Luftins;ChirPup;ChirLarv;VårflPup;VårflLMHus;VårflLUHus;Døgnfll;Steinfll;Muddfll;Stankelbl;Vannbiller;Vannmidd;FiskUid;90pigg;sik;lagesild;UidCoreg;abbor;ørekyte;lake;gjedde;ørret;niøye;Egg;Annet;UidInsL;UidPlankt;Uid;Mageanmerkn;;;;Piscivorous
518;2019;Skrukkebukta;2;SB;1050;9;10;1;2;          ;2;175;239;23,9;23;1,281871069;2;2;+;10;1;11;;        +;         -;         -;             -;0;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
163;2018;Skrukkebukta;2;SB;1079;9;11;1;2;;2;177;239;23,9;23;1,296521024;1;2;+;12;1;-;; +;-;-;-;2;+;+;;50;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
978;2020;Skrukkebukta;2;SB;1046;9;11;1;2;-;2;182;240;24;24;1,316550926;1;1;+;11;1;-;;+;-;-;-;7;+;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
519;2019;Skrukkebukta;2;SB;1051;9;10;1;2;          ;2;147;240;24;24;1,063368056;1;1;+;8;1;-;;        +;         -;         -;             -;3;               -;               -;;90;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;85;rest;;;;0
119;2018;Skrukkebukta;2;SB;1026;9;10;1;2;;2;206;242;24,2;24;1,45352037;1;1;+;13;1;-;mulig 16; +;-;-;-;2;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
520;2019;Skrukkebukta;2;SB;1052;9;10;1;2;          ;2;157;244;24,4;24;1,080762266;1;1;+;10;1;-;;        +;         -;         -;             -;0;               -;               -;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;rest;;;;0
99;2018;Skrukkebukta;2;SB;1006;9;10;1;2;;2;195;245;24,5;24;1,325978121;2;2;+;13;1;-;; +;-;-;-;7;+;+;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Helt fordøyd.;;;;0
1657;2021;Skrukkebukta;2;SB;1036;9;9;1;2;         -;2;179;246;24,6;24;1,202396517;1;1;       +;;;;;;        -;        -;        -;2;        +;1;;70;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
120;2018;Skrukkebukta;2;SB;1027;9;10;1;2;;2;183;249;24,9;24;1,185367589;1;1;+;12;1;-;; +;-;-;-;0;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
576;2019;Skrukkebukta;2;SB;1111;9;11;1;2;          ;2;235;252;25,2;25;1,468473927;1;2;+;14;1;13;vanskelig;        +;         -;         -;             -;1;               -;               -;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
153;2018;Skrukkebukta;2;SB;1060;9;10;1;2;;2;222;252;25,2;25;1,387239199;1;1;+;12;1;-;; +;-;-;-;0;+;+;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;1 fisk;;;;1
934;2020;Skrukkebukta;2;SB;1002;9;11;1;2;-;2;210;252;25,2;25;1,312253296;1;2;+;10;1;-;;+;-;-;-;6;+;-;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;rest, lang fisk;;;;1
149;2018;Skrukkebukta;2;SB;1056;9;10;1;2;;2;230;256;25,6;25;1,37090683;2;2;+;15;1;-;; +;-;-;-;1;+;+;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;1 x stickleback (tror jeg);;;;1
517;2019;Skrukkebukta;2;SB;1049;9;10;1;2;          ;2;213;257;25,7;25;1,254816537;1;1;+;9;1;10;;        +;         -;         -;             -;4;              +;              +;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;REST;;;;0
148;2018;Skrukkebukta;2;SB;1055;9;10;1;2;;2;244;259;25,9;25;1,404399073;2;2;+;12;1;-;; +;-;-;-;1;+;+;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;3 fisk.;;;;1
1632;2021;Skrukkebukta;2;SB;1010;9;9;1;2;         -;2;219;260;26;26;1,246017296;1;1;       +;;;;;;        -;        -;        -;5;        +;1;;90;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;85;;;;;;;;;;;;;;;;1 stk stor fisk;;;;1
967;2020;Skrukkebukta;2;SB;1035;9;11;1;2;-;2;266;261;26,1;26;1,496098249;1;2;+;9;1;-;;+;-;-;-;2;+;-;;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;;;;;;;;;;;;;;;;Trolig Coregonide;;;;1
935;2020;Skrukkebukta;2;SB;1003;9;11;1;2;-;2;249;261;26,1;26;1,400482947;2;2;+;15;1;-;svært tette soner fra 4-8 år;+;-;-;-;2;+;-;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;trolig planktonsik;;;;1
152;2018;Skrukkebukta;2;SB;1059;9;10;1;2;;2;247;262;26,2;26;1,373387465;2;2;+;14;1;-;; +;-;-;-;0;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1643;2021;Skrukkebukta;2;SB;1021;9;9;1;2;         -;2;214;262;26,2;26;1,189898452;1;1;       +;;;;;;        -;        -;        -;1;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1644;2021;Skrukkebukta;2;SB;1022;9;9;1;2;         -;2;257;262;26,2;26;1,428990197;2;2;       +;;;;;;        -;        -;        -;6;        +;1;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;rest;;;;1
172;2018;Skrukkebukta;2;SB;1090;9;11;2;2;;2;267;263;26,3;26;1,467722716;2;2;+;13;1;-;; +;-;-;-;2;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
150;2018;Skrukkebukta;2;SB;1057;9;10;1;2;;2;272;263;26,3;26;1,49520816;2;2;+;12;1;-;; +;-;-;-;8;+;+;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1660;2021;Skrukkebukta;2;SB;1039;9;9;1;2;         -;2;239;263;26,3;26;1,313804229;2;2;       +;;;;;;        -;        -;        -;5;        +;1;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;rest;;;;1
1630;2021;Skrukkebukta;2;SB;1008;9;9;1;2;         -;2;273;264;26,4;26;1,483716295;1;2;       +;;;;;;        -;        -;        -;2;        +;1;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;rest;;;;1
102;2018;Skrukkebukta;2;SB;1009;9;10;1;2;;2;248;265;26,5;26;1,332643726;1;2;+;10;1;-;; +;-;-;-;1;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
167;2018;Skrukkebukta;2;SB;1083;9;11;2;2;;2;253,8;268;26,8;26;1,31852156;1;2;+;13;1;-;; +;-;-;-;0;+;+;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;Stingsild;;;;1
1633;2021;Skrukkebukta;2;SB;1011;9;9;1;2;         -;2;238;268;26,8;26;1,236438658;1;2;       +;;;;;;        -;        -;        -;8;        +;1;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;2 stk større enn stingsild;;;;1
151;2018;Skrukkebukta;2;SB;1058;9;10;1;2;;2;252;270;27;27;1,280292638;1;2;+;9;1;-;; +;-;-;-;0;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
516;2019;Skrukkebukta;2;SB;1048;9;10;1;2;          ;2;235;270;27;27;1,19392369;1;2;+;8;1;7;vanskelig;        +;         -;         -;             -;1;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1655;2021;Skrukkebukta;2;SB;1034;9;9;1;2;         -;2;281;270;27;27;1,427627902;1;2;       +;;;;;;        -;        -;        -;2;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
98;2018;Skrukkebukta;2;SB;1005;9;10;1;2;;2;282;270;27;27;1,432708429;1;2;+;12;1;-;; +;-;-;-;1;+;+;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;1
145;2018;Skrukkebukta;2;SB;1052;9;10;1;2;;2;299;270;27;27;1,519077376;2;2;+;14;1;-;; +;-;-;-;0;+;+;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;0% i mage, men 1 fisk i glasset.;;;;1
977;2020;Skrukkebukta;2;SB;1045;9;11;1;2;-;2;259;270;27;27;1,315856323;1;2;+;15;1;-;;+;-;-;-;1;+;-;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;;1
997;2020;Skrukkebukta;2;SB;1065;9;11;1;2;-;2;313;274;27,4;27;1,521572495;2;2;+;15;1;-;;+;-;-;-;0;+;-;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;50;;;;;;;;;;;;50 % coregonid;;;;1
139;2018;Skrukkebukta;2;SB;1046;9;10;1;2;;2;268;275;27,5;27;1,288655147;1;2;+;12;1;-;; +;-;-;-;0;+;+;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;1 fisk utenfor mage og en fisk godt fordøyd;;;;1
538;2019;Skrukkebukta;2;SB;1071;9;10;1;2;          ;2;294;275;27,5;27;1,413673929;1;2;+;11;1;12;;        +;         -;         -;             -;3;              +;              +;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;coregonus;;;;1
1009;2020;Skrukkebukta;2;SB;1077;9;11;1;2;-;2;327;276;27,6;27;1,555322685;2;2;+;15;1;-;;+;-;-;-;3;+;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1010;2020;Skrukkebukta;2;SB;1078;9;11;1;2;-;2;238;276;27,6;27;1,13200856;2;2;+;14;1;-;;+;-;-;-;2;+;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
515;2019;Skrukkebukta;2;SB;1047;9;10;1;2;          ;2;317;279;27,9;27;1,459643012;2;2;+;9;1;8;;        +;         -;         -;             -;0;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1006;2020;Skrukkebukta;2;SB;1074;9;11;2;2;-;2;265;279;27,9;27;1,220206303;1;2;+;15;1;-;;+;-;-;-;0;+;-;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;1
543;2019;Skrukkebukta;2;SB;1077;9;11;1;2;          ;2;298;280;28;28;1,357507289;2;2;+;14;1;15;;        +;         -;         -;             -;0;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1656;2021;Skrukkebukta;2;SB;1035;9;9;1;2;         -;2;375;280;28;28;1,708272595;1;2;       +;;;;;;        -;        -;        -;3;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
103;2018;Skrukkebukta;2;SB;1010;9;10;1;2;;2;284;280;28;28;1,293731778;1;2;+;14;1;-;; +;-;-;-;2;+;+;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;Godt fordøyd.;;;;1
966;2020;Skrukkebukta;2;SB;1034;9;11;1;2;-;2;322;282;28,2;28;1,435848262;2;2;+;15;1;-;;+;-;-;-;1;+;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
147;2018;Skrukkebukta;2;SB;1054;9;10;1;2;;2;327;282;28,2;28;1,458144042;2;2;+;14;1;-;; +;-;-;-;3;+;+;FG=100%;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;8 fisk. Mage var allerede åpnet.;;;;1
948;2020;Skrukkebukta;2;SB;1016;9;11;1;2;-;2;308;283;28,3;28;1,358912238;1;2;+;14;1;-;;+;-;-;-;2;+;-;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;1
169;2018;Skrukkebukta;2;SB;1085;9;11;2;2;;2;334;285;28,5;28;1,442819113;1;2;+;13;1;-;; +;-;-;-;0;+;+;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;1
146;2018;Skrukkebukta;2;SB;1053;9;10;1;2;;2;311;286;28,6;28;1,32942025;1;1;+;11;1;-;; +;-;-;-;1;+;+;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;6 fisk. Tror det er sik.;;;;1
171;2018;Skrukkebukta;2;SB;1087;9;11;2;2;;2;307;288;28,8;28;1,285170986;1;2;+;13;1;-;; +;-;-;-;3;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
174;2018;Skrukkebukta;2;SB;1092;9;11;2;2;;2;323;293;29,3;29;1,284102411;1;2;+;13;1;-;To ulike operculum; +;-;-;-;7;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
528;2019;Skrukkebukta;2;SB;1061;9;10;1;2;          ;2;375;293;29,3;29;1,490830972;1;2;+;8;1;7;vanskelig;        +;         -;         -;             -;3;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
540;2019;Skrukkebukta;2;SB;1073;9;10;1;2;          ;2;362;294;29,4;29;1,424513533;1;2;+;11;1;12;eldre?vanskelig;        +;         -;         -;             -;1;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
544;2019;Skrukkebukta;2;SB;1078;9;11;1;2;          ;2;238;294;29,4;29;0,936558621;2;2;+;15;1;14;;        +;         -;         -;             -;0;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
490;2019;Skrukkebukta;2;SB;1021;9;10;1;2;          ;2;342;297;29,7;29;1,305439526;1;2;+;15;1;14;;        +;         -;         -;             -;2;              +;              +;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;"stor bit; ikke stingsild";;;;1
1642;2021;Skrukkebukta;2;SB;1020;9;9;1;2;         -;2;307;301;30,1;30;1,12574205;2;2;       +;;;;;;        -;        -;        -;9;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
142;2018;Skrukkebukta;2;SB;1049;9;10;1;2;;2;389;301;30,1;30;1,426428852;1;2;+;13;1;-;; +;-;-;-;1;+;+;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;To fisk. Godt fordøyd.;;;;1
1624;2021;Skrukkebukta;2;SB;1001;9;9;1;2;         -;2;405;305;30,5;30;1,427432252;1;2;       +;;;;;;        -;        -;        -;9;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
117;2018;Skrukkebukta;2;SB;1024;9;10;1;2;;2;339;305;30,5;30;1,194813663;1;2;+;13;1;-;; +;-;-;-;6;+;+;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;Helt fordøyd. Beinrester.;;;;1
494;2019;Skrukkebukta;2;SB;1025;9;10;1;2;          ;2;450;306;30,6;30;1,570537224;1;2;+;14;1;13;;        +;         -;         -;             -;1;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
539;2019;Skrukkebukta;2;SB;1072;9;10;1;2;          ;2;430;306;30,6;30;1,50073557;1;2;+;13;1;14;;        +;         -;         -;             -;1;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
487;2019;Skrukkebukta;2;SB;1018;9;10;1;2;          ;2;393;308;30,8;30;1,345056108;2;2;+;12;1;-;vanskelig;        +;         -;         -;             -;2;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
575;2019;Skrukkebukta;2;SB;1110;9;11;1;2;          ;2;336;308;30,8;30;1,149971634;1;2;+;15;1;16;kan være eldre?;        +;         -;         -;             -;1;               -;               -;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
579;2019;Skrukkebukta;2;SB;1114;9;11;1;2;          ;2;408;310;31;31;1,369541137;1;2;+;14;1;13;;        +;         -;         -;             -;0;               -;               -;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
947;2020;Skrukkebukta;2;SB;1015;9;11;1;2;-;2;351;312;31,2;31;1,155695266;1;2;+;14;1;-;;+;-;-;-;11;+;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
143;2018;Skrukkebukta;2;SB;1050;9;10;1;2;;2;368;312;31,2;31;1,211669111;1;2;+;13;1;14;; +;-;-;-;5;+;+;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;1
141;2018;Skrukkebukta;2;SB;1048;9;10;1;2;;2;414;315;31,5;31;1,324550984;1;2;+;12;1;-;; +;-;-;-;2;+;+;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;tre fisk. Tror det er sik.;;;;1
486;2019;Skrukkebukta;2;SB;1017;9;10;1;2;          ;2;468;316;31,6;31;1,483148392;1;2;+;15;1;-;;        +;         -;         -;             -;5;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
154;2018;Skrukkebukta;2;SB;1070;9;10;1;2;;2;394;316;31,6;31;1,248633475;1;2;+;14;1;-;; +;-;-;-;0;+;+;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;1
144;2018;Skrukkebukta;2;SB;1051;9;10;1;2;;2;448;316;31,6;31;1,419765982;1;2;+;13;1;-;; +; - ;-;-;6;+;+;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;Kun ryggmarger;;;;1
574;2019;Skrukkebukta;2;SB;1109;9;11;1;2;          ;2;472;318;31,8;31;1,467778895;1;2;+;11;1;12;;        +;         -;         -;             -;0;               -;               -;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;abbor;;;;1
555;2019;Skrukkebukta;2;SB;1089;9;11;1;2;          ;2;339;321;32,1;32;1,024907334;2;2;+;12;1;13;eldre?vanskelig;        +;         -;         -;             -;0;              +;              +;;70;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;60;;;;;;;;;;;;5;;;;stein;;;;1
168;2018;Skrukkebukta;2;SB;1084;9;11;2;2;;2;425;322;32,2;32;1,272979222;1;2;+;12;1;-;; +;-;-;-;4;+;+;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;1
101;2018;Skrukkebukta;2;SB;1008;9;10;1;2;;2;455;327;32,7;32;1,301272161;2;2;+;11;1;-;; +;-;-;-;0;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
161;2018;Skrukkebukta;2;SB;1077;9;11;1;2;;2;496;332;33,2;33;1,355399825;1;2;+;15;1;-;; +;-;-;-;0;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
513;2019;Skrukkebukta;2;SB;1045;9;10;1;2;          ;2;558;334;33,4;33;1,497596438;2;2;+;11;1;10;;        +;         -;         -;             -;15;              +;              +;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;rest;;;;1
541;2019;Skrukkebukta;2;SB;1074;9;10;1;2;          ;2;392;336;33,6;33;1,033399471;1;2;+;14;1;-;;        +;         -;         -;             -;0;              +;              +;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;rest;;;;1
1008;2020;Skrukkebukta;2;SB;1076;9;11;1;2;-;2;532;340;34;34;1,353551801;1;2;+;15;1;-;;+;-;-;-;11;+;-;FG 50 % coregonid > 85 mm;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;coregonid > 85 mm;;;;1
94;2018;Skrukkebukta;2;SB;1001;9;10;1;2;;2;419;343;34,3;34;1,03832106;1;3;+;12;1;-;; +;-;-;-;24;+;+;;20;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;0
140;2018;Skrukkebukta;2;SB;1047;9;10;1;2;;2;624;348;34,8;34;1,480631068;1;2;+;13;1;-;; +;-;-;-;12;+;+;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;2 x <5 cm. 1x ca 3 cm;;;;1
514;2019;Skrukkebukta;2;SB;1046;9;10;1;2;          ;2;688;362;36,2;36;1,450316295;1;2;+;17;1;-;usikker, eldre?;        +;         -;         -;             -;2;              +;              +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
554;2019;Skrukkebukta;2;SB;1088;9;11;1;2;          ;2;680;363;36,3;36;1,421638046;1;2;+;13;1;-;;        +;         -;         -;             -;0;              +;              +;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;"rest, stor bit; ikke stingsild";;;;1
1007;2020;Skrukkebukta;2;SB;1075;9;11;1;2;-;2;677;365;36,5;36;1,392227075;1;2;+;15;1;-;;+;-;-;-;2;+;-;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;trolig Coregonide;;;;1
933;2020;Skrukkebukta;2;SB;1001;9;11;1;2;-;2;799;383;38,3;38;1,422166543;1;2;+;16;1;-;;+;-;-;-;5;+;-;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;trolig Coregonide;;;;1
